type,subtype,city,street,pubMillis
police,,calera de tango,santa inés,1748991243000
jam,jam_stand_still_traffic,,ruta g-30 / camino a lonquén,1748991221000
jam,jam_stand_still_traffic,,salida 9a-s > el parrón,1748991255000
hazard,hazard_on_shoulder_car_stopped,la cisterna,av. lo ovalle,1748991227000
jam,jam_heavy_traffic,la cisterna,gran avenida josé miguel carrera,1748991245000
chit_chat,,la florida,boulevard mall plaza vespucio,1748991234000
chit_chat,,la cisterna,av. lo ovalle,1748991231000
jam,jam_stand_still_traffic,macul,av. macul,1748991251000
jam,jam_heavy_traffic,la florida,av. vicuña mackenna,1748991239000
jam,jam_heavy_traffic,la florida,av. trinidad,1748991252000
jam,jam_stand_still_traffic,la florida,josé miguel carrera,1748991225000
hazard,hazard_on_shoulder_car_stopped,chicureo,caletera oriente general san martín,1748991245000
jam,jam_heavy_traffic,quilicura,camino interior,1748991256000
jam,jam_heavy_traffic,,ruta 5 norte,1748991256000
jam,jam_stand_still_traffic,santiago,ñuble,1748991263000
jam,jam_stand_still_traffic,macul,av. escuela agrícola,1748991270000
jam,jam_stand_still_traffic,maipú,cuatro álamos,1748991269000
jam,jam_heavy_traffic,san bernardo,barros arana,1748991278000
police,,puente alto,av. concha y toro,1748991284000
jam,jam_heavy_traffic,,ruta 79,1748991276000
hazard,hazard_on_shoulder_car_stopped,buin,camino buin maipo,1748991281000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748991301000
jam,jam_heavy_traffic,renca,av. presidente eduardo frei montalva,1748991296000
hazard,hazard_on_road_construction,santiago,portugal,1748991318000
jam,jam_stand_still_traffic,macul,av. escuela agrícola,1748991318000
jam,jam_heavy_traffic,providencia,av. salvador,1748991306000
accident,,calera de tango,av. calera de tango,1748991312000
jam,jam_heavy_traffic,,autopista central,1748991302000
jam,jam_stand_still_traffic,la florida,av. américo vespucio,1748991301000
police,,pudahuel,av. san pablo,1748991334000
jam,jam_stand_still_traffic,maipú,av. pajaritos,1748991350000
police,,,salida 13 > lo boza / condell,1748991324000
jam,jam_stand_still_traffic,,autopista central,1748991298000
hazard,hazard_on_road,pudahuel,av. américo vespucio,1748991128000
jam,,santiago,agustinas,1748990103000
jam,jam_stand_still_traffic,providencia,av. francisco bilbao,1748991348000
jam,jam_stand_still_traffic,santiago,av. libertador bernardo o'higgins,1748991331000
jam,,ñuñoa,hamburgo,1748991352000
jam,jam_stand_still_traffic,la reina,av. francisco bilbao,1748991332000
jam,jam_stand_still_traffic,las condes,jorge vi,1748991239000
jam,jam_heavy_traffic,peñalolén,av. consistorial,1748991329000
jam,jam_stand_still_traffic,ñuñoa,av. marathon,1748990905000
jam,jam_heavy_traffic,providencia,carlos antúnez,1748989415000
hazard,hazard_on_road_pot_hole,macul,los olmos,1748990152000
jam,,ñuñoa,ortúzar,1748990965000
jam,jam_heavy_traffic,,ruta g-30 / camino a lonquén,1748991333000
jam,jam_heavy_traffic,san bernardo,av. colón sur,1748991349000
hazard,hazard_on_road_pot_hole,la florida,el parque,1748991328000
police,,la granja,av. américo vespucio,1748991354000
jam,jam_stand_still_traffic,la florida,paso bajo nivel / alonso de ercilla,1748991328000
hazard,hazard_on_road_pot_hole,la florida,el parque,1748991339000
jam,jam_heavy_traffic,quilicura,caupolicán,1748991375000
jam,,pudahuel,av. san pablo,1748991374000
jam,,providencia,alfredo barros errázuriz,1748991356000
jam,jam_heavy_traffic,las condes,av. manquehue sur,1748991372000
police,,recoleta,eusebio lillo,1748991383000
jam,jam_heavy_traffic,san miguel,carlos silva vildósola,1748991357000
jam,jam_stand_still_traffic,las condes,paul harris,1748991377000
jam,jam_stand_still_traffic,santiago,portugal,1748991366000
jam,jam_heavy_traffic,maipú,ricardo ayala,1748991362000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. pdte. jorge alessandri rodríguez,1748991392000
jam,jam_heavy_traffic,maipú,av. portales,1748991370000
jam,,puente alto,bernardo o'higgins,1748991382000
jam,jam_heavy_traffic,la florida,av. nueva 1,1748991384000
hazard,hazard_on_road_pot_hole,la florida,el parque,1748991379000
jam,jam_stand_still_traffic,,ruta 79,1748991385000
jam,jam_heavy_traffic,batuco,santa rosa,1748991401000
chit_chat,,pudahuel,av. américo vespucio,1748991415000
jam,jam_stand_still_traffic,providencia,av. costanera andrés bello,1748991390000
jam,jam_stand_still_traffic,san joaquín,av. vicuña mackenna,1748991405000
police,police_hiding,santiago,carmen,1748991403000
jam,jam_stand_still_traffic,providencia,av. francisco bilbao,1748991413000
police,,calera de tango,av. calera de tango,1748991393000
jam,jam_heavy_traffic,maipú,av. portales,1748991409000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748991428000
jam,jam_heavy_traffic,,salida alberto llona > maipú,1748991404000
jam,jam_heavy_traffic,la florida,av. departamental,1748991418000
jam,jam_stand_still_traffic,,autopista vespucio sur,1748991402000
jam,jam_heavy_traffic,la cisterna,av. lo ovalle,1748991404000
jam,jam_stand_still_traffic,buin,camino buin maipo,1748991433000
jam,jam_heavy_traffic,renca,némesis,1748991440000
jam,jam_heavy_traffic,santiago,av. manuel rodríguez,1748991423000
chit_chat,,estación central,conde del maule,1748991447000
jam,jam_heavy_traffic,quilicura,guardiamarina riquelme,1748991449000
jam,jam_heavy_traffic,providencia,av. suecia,1748991437000
jam,jam_stand_still_traffic,santiago,,1748991429000
jam,jam_stand_still_traffic,providencia,av. santa maría,1748991425000
police,,peñalolén,,1748991456000
jam,jam_heavy_traffic,ñuñoa,av. grecia,1748991434000
jam,jam_heavy_traffic,,ruta 78,1748991449000
hazard,hazard_on_shoulder_car_stopped,padre hurtado,salida padre hurtado,1748991447000
road_closed,,la cisterna,ernesto riquelme,1748991451000
road_closed,,la cisterna,ernesto riquelme,1748989246000
jam,jam_stand_still_traffic,maipú,camino el bosque,1748991433000
jam,jam_stand_still_traffic,la florida,av. departamental,1748991434000
police,,la florida,boulevard mall plaza vespucio,1748991440000
jam,,,autopista vespucio sur,1748991463000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748991456000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748991484000
police,,independencia,el molino,1748991460000
police,,santiago,unión latinoamericana,1748991475000
jam,jam_heavy_traffic,providencia,av. santa maría lateral,1748991486000
jam,jam_heavy_traffic,peñalolén,av. grecia,1748991466000
jam,jam_heavy_traffic,las condes,encomenderos,1748991461000
jam,jam_heavy_traffic,las condes,av. apoquindo,1748991475000
jam,jam_stand_still_traffic,providencia,av. francisco bilbao,1748991482000
jam,jam_heavy_traffic,las condes,félix de amesti,1748991489000
jam,jam_stand_still_traffic,maipú,av. 5 de abril,1748991467000
jam,jam_stand_still_traffic,la cisterna,av. lo espejo,1748991463000
hazard,hazard_on_shoulder_car_stopped,la cisterna,av. lo espejo,1748991490000
jam,jam_heavy_traffic,maipú,av. pajaritos,1748991492000
jam,,maipú,ricardo ayala,1748991463000
jam,jam_heavy_traffic,macul,froilán roa,1748991477000
hazard,hazard_on_shoulder_car_stopped,buin,caletera al norte,1748991474000
jam,jam_heavy_traffic,quilicura,estadio trasandino de los andes,1748991493000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio norte,1748991492000
jam,jam_heavy_traffic,renca,germán tenderini,1748991498000
jam,jam_stand_still_traffic,santiago,exposición,1748991504000
jam,jam_heavy_traffic,santiago,teatinos,1748991505000
jam,jam_heavy_traffic,santiago,viel,1748991502000
police,,peñalolén,altiplano,1748991513000
hazard,hazard_on_road,,autopista nororiente,1748991494000
jam,jam_stand_still_traffic,providencia,santa isabel,1748991507000
jam,jam_stand_still_traffic,santiago,av. libertador bernardo o'higgins,1748991510000
police,,peñalolén,altiplano,1748991509000
police,,san bernardo,av. pdte. jorge alessandri rodríguez,1748991516000
jam,jam_stand_still_traffic,maipú,camino el bosque,1748991525000
jam,jam_stand_still_traffic,la cisterna,santa elisa,1748991518000
police,,,ruta g-30 / camino a lonquén,1748991508000
jam,,la florida,av. américo vespucio,1748991521000
jam,jam_stand_still_traffic,la florida,av. américo vespucio,1748991508000
jam,,la florida,av. la florida,1748991518000
jam,jam_heavy_traffic,la florida,av. la florida lateral,1748991530000
jam,jam_stand_still_traffic,la florida,jardín alto,1748991525000
jam,jam_heavy_traffic,la florida,los quillayes,1748991522000
jam,jam_stand_still_traffic,,,1748991525000
jam,jam_stand_still_traffic,,autopista central - eje gral. velásquez,1748991553000
jam,jam_heavy_traffic,santiago,agustinas,1748991537000
jam,jam_stand_still_traffic,santiago,quito,1748991549000
jam,jam_stand_still_traffic,las condes,hamlet,1748991552000
jam,jam_heavy_traffic,,autopista costanera norte,1748991554000
jam,jam_heavy_traffic,padre hurtado,san francisco de borja,1748991555000
jam,jam_heavy_traffic,padre hurtado,,1748991536000
hazard,hazard_on_road_pot_hole,la pintana,av. santo tomás,1748991542000
police,,la florida,colombia,1748991565000
jam,jam_heavy_traffic,san miguel,av. departamental,1748991554000
jam,jam_heavy_traffic,macul,las codornices,1748991559000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748991555000
police,,,ruta 68,1748991583000
road_closed,road_closed_event,pudahuel,av. américo vespucio,1748991567000
police,,conchalí,av. dorsal,1748991584000
jam,jam_stand_still_traffic,providencia,av. diego de almagro,1748991582000
jam,jam_stand_still_traffic,la reina,av. ossa,1748991581000
jam,jam_stand_still_traffic,peñalolén,av. grecia,1748991571000
hazard,hazard_on_shoulder_car_stopped,la reina,av. francisco bilbao,1748991573000
hazard,hazard_on_shoulder_car_stopped,cerrillos,av. américo vespucio,1748991570000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748991595000
jam,,,autopista central,1748991578000
police,police_hiding,lo espejo,av. lo espejo,1748991571000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. lo blanco,1748991565000
jam,jam_stand_still_traffic,la florida,millaray,1748991595000
jam,,puente alto,av. jorge ross ossa,1748991595000
jam,jam_heavy_traffic,,ruta 5 sur,1748991571000
hazard,hazard_on_road_pot_hole,quilicura,lautaro,1748991603000
accident,,,ruta 68,1748991590000
jam,jam_stand_still_traffic,conchalí,av. américo vespucio,1748991591000
jam,jam_heavy_traffic,,autopista vespucio norte,1748991622000
jam,jam_stand_still_traffic,providencia,av. costanera andrés bello,1748991607000
hazard,hazard_on_road,providencia,av. el bosque,1748991608000
police,,peñalolén,altiplano,1748991592000
jam,jam_stand_still_traffic,recoleta,loreto,1748991614000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748991599000
jam,,,autopista central,1748991619000
jam,jam_stand_still_traffic,la florida,av. lía aguirre,1748991625000
police,,san ramón,av. américo vespucio,1748991612000
accident,,,ruta 5 norte,1748991642000
hazard,hazard_on_road_object,lo barnechea,,1748991627000
jam,jam_stand_still_traffic,,ruta 5 norte,1748991634000
jam,jam_heavy_traffic,,autopista vespucio norte,1748991638000
jam,jam_heavy_traffic,quilicura,cerro el cóndor,1748991623000
jam,jam_stand_still_traffic,estación central,av. 5 de abril,1748991614000
jam,jam_stand_still_traffic,recoleta,purísima,1748991636000
jam,jam_heavy_traffic,providencia,av. los leones,1748991631000
jam,jam_heavy_traffic,la reina,jorge alessandri,1748991656000
police,,las condes,hernando de magallanes,1748991642000
jam,jam_heavy_traffic,peñalolén,av. tobalaba,1748991635000
hazard,hazard_on_shoulder_car_stopped,,salida manuel castilo > peñaflor / malloco,1748991652000
hazard,hazard_weather_fog,,ruta g-30 / camino a lonquén,1748991659000
hazard,hazard_on_road_ice,,ruta g-30 / camino a lonquén,1748991647000
jam,jam_heavy_traffic,maipú,av. portales,1748991647000
jam,jam_stand_still_traffic,maipú,av. 5 de abril,1748991639000
jam,jam_heavy_traffic,san bernardo,av. pdte. jorge alessandri rodríguez,1748991638000
jam,jam_heavy_traffic,san miguel,departamental,1748991650000
jam,,la pintana,av. san francisco,1748991648000
hazard,hazard_on_road_pot_hole,puente alto,miguel ángel,1748991658000
hazard,hazard_on_road_pot_hole,puente alto,miguel ángel,1748991650000
jam,jam_stand_still_traffic,macul,tecnóloga médica reinalda del carmen pereira plaza,1748991659000
hazard,hazard_on_road_pot_hole,la pintana,av. santo tomás,1748991667000
jam,,quinta normal,nueva imperial,1748991658000
jam,jam_stand_still_traffic,santiago,av. manuel rodríguez,1748991666000
hazard,hazard_on_road,la pintana,av. san francisco,1748991675000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748991682000
hazard,hazard_on_shoulder_car_stopped,cerrillos,av. lo errázuriz,1748991691000
jam,,macul,tecnóloga médica reinalda del carmen pereira plaza,1748991672000
jam,jam_stand_still_traffic,,ruta 79,1748991696000
jam,jam_stand_still_traffic,macul,tecnóloga médica reinalda del carmen pereira plaza,1748991683000
jam,jam_heavy_traffic,macul,las codornices,1748991670000
jam,jam_stand_still_traffic,la florida,av. san josé de la estrella,1748991695000
jam,jam_stand_still_traffic,quilicura,av. presidente eduardo frei montalva,1748991717000
jam,jam_heavy_traffic,,lautaro,1748991698000
jam,jam_heavy_traffic,pudahuel,camino aguas claras,1748991692000
jam,jam_stand_still_traffic,estación central,,1748991691000
hazard,hazard_on_road_traffic_light_fault,santiago,av. libertador bernardo o'higgins,1748991703000
jam,jam_stand_still_traffic,,autopista costanera norte,1748991706000
jam,jam_stand_still_traffic,providencia,av. costanera andrés bello,1748991693000
jam,jam_stand_still_traffic,las condes,santa magdalena sofía,1748991712000
police,,peñalolén,av. hacienda macul,1748991704000
police,,peñaflor,av. pajaritos,1748991720000
hazard,hazard_on_road_construction,maipú,av. olimpo,1748991706000
hazard,hazard_on_road,la pintana,av. san francisco,1748991711000
jam,jam_heavy_traffic,la cisterna,av. el parrón,1748991723000
jam,jam_heavy_traffic,san miguel,7ª avenida,1748991702000
jam,jam_heavy_traffic,san bernardo,av. portales oriente,1748991705000
police,,san bernardo,av. lo blanco,1748991725000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748991719000
jam,,la florida,josé miguel carrera,1748991728000
jam,jam_stand_still_traffic,,ruta g-16,1748991738000
hazard,hazard_on_shoulder_car_stopped,valle grande,la montaña norte,1748991738000
police,police_hiding,maipú,josé miguel ramírez,1748991733000
accident,,lo prado,catedral,1748991742000
hazard,hazard_on_road_pot_hole,peñalolén,av. quilín,1748991759000
jam,jam_heavy_traffic,la reina,av. ossa,1748991758000
jam,,peñalolén,diputada laura rodríguez,1748991746000
hazard,hazard_on_shoulder_car_stopped,santiago,ismael valdés vergara,1748991726000
jam,jam_heavy_traffic,peñalolén,diputada laura rodríguez,1748991760000
police,,peñaflor,av. pajaritos,1748991761000
jam,jam_stand_still_traffic,,autopista central,1748991750000
jam,,la cisterna,inés rivas,1748991736000
jam,,san bernardo,av. padre hurtado,1748991738000
jam,,maipú,san josé,1748991758000
hazard,hazard_on_shoulder_car_stopped,san bernardo,pérez ossa,1748991747000
jam,,la florida,av. vicuña mackenna,1748991738000
jam,jam_stand_still_traffic,macul,tecnóloga médica reinalda del carmen pereira plaza,1748991761000
police,,san ramón,av. américo vespucio,1748991757000
jam,jam_stand_still_traffic,la florida,av. vicuña mackenna,1748991758000
jam,,batuco,pasaje guatemala,1748991755000
police,,,salida > chicauma / retorno,1748991757000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748991753000
hazard,hazard_on_road_construction,lo barnechea,,1748991761000
jam,jam_stand_still_traffic,estación central,av. 5 de abril,1748991770000
jam,jam_heavy_traffic,,salida 11 / san martín,1748991788000
police,,santiago,moneda,1748991766000
police,,santiago,bascuñán guerrero,1748991764000
police,,santiago,av. libertador bernardo o'higgins,1748991775000
jam,jam_stand_still_traffic,la reina,monseñor edwards,1748991764000
hazard,hazard_on_shoulder_car_stopped,providencia,av. los leones,1748991770000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748991799000
jam,,maipú,av. esquina blanca,1748991781000
jam,jam_heavy_traffic,la cisterna,av. lo ovalle,1748991791000
jam,jam_stand_still_traffic,peñalolén,av. las torres,1748991783000
jam,,la pintana,av. gabriela,1748991800000
jam,,,autopista central,1748991782000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748991810000
hazard,hazard_on_shoulder_car_stopped,,ruta 68,1748991824000
jam,,,autopista vespucio norte,1748991809000
hazard,hazard_on_road_construction,maipú,,1748991808000
hazard,hazard_on_road_traffic_light_fault,huechuraba,av. américo vespucio,1748991816000
hazard,hazard_on_shoulder_car_stopped,santiago,agustinas,1748991822000
hazard,hazard_on_road,estación central,av. las parcelas,1748991794000
jam,jam_heavy_traffic,providencia,av. rancagua,1748991826000
jam,jam_stand_still_traffic,providencia,av. santa maría,1748991810000
jam,jam_heavy_traffic,las condes,altair,1748991798000
jam,jam_stand_still_traffic,providencia,av. ricardo lyon,1748991820000
jam,jam_stand_still_traffic,san bernardo,av. las acacias,1748991825000
jam,,"nos, san bernardo",camino nos a los morros,1748991814000
jam,jam_heavy_traffic,san miguel,av. departamental,1748991823000
police,,la cisterna,pintados,1748991824000
jam,jam_stand_still_traffic,maipú,av. 5 de abril,1748991807000
hazard,hazard_on_shoulder_car_stopped,,ruta g-18 / camino el noviciado,1748991846000
police,,lo prado,catedral,1748991862000
jam,jam_stand_still_traffic,,autopista central - eje gral. velásquez,1748991834000
hazard,hazard_on_road,estación central,av. las parcelas,1748991850000
accident,,las condes,av. américo vespucio sur,1748991854000
jam,jam_stand_still_traffic,ñuñoa,av. tobalaba,1748991858000
police,,providencia,clemente fabres,1748991861000
jam,jam_stand_still_traffic,las condes,av. manquehue,1748991831000
accident,,,ruta 76 / camino a melipilla,1748991839000
jam,jam_heavy_traffic,,autopista central,1748991840000
hazard,hazard_on_road_construction,maipú,av. portales,1748991836000
jam,jam_heavy_traffic,maipú,av. ferrocarril,1748991864000
jam,jam_heavy_traffic,maipú,av. ferrocarril,1748991870000
jam,jam_heavy_traffic,la cisterna,inés rivas,1748991869000
police,,la florida,macul alto,1748991848000
police,,la florida,,1748991858000
hazard,hazard_on_shoulder_car_stopped,,,1748991853000
police,,santiago,av. libertador bernardo o'higgins,1748991868000
jam,jam_stand_still_traffic,,ruta g-16,1748991875000
police,,santiago,av. libertador bernardo o'higgins,1748991888000
jam,,cerrillos,la primavera,1748991879000
accident,,maipú,av. lo espejo,1748991899000
hazard,hazard_on_road,maipú,av. portales,1748991887000
jam,jam_stand_still_traffic,la florida,av. tobalaba,1748991878000
hazard,hazard_on_shoulder_car_stopped,,ruta g-494,1748991886000
jam,,,ruta g-18 / camino el noviciado,1748991915000
accident,,,autopista central - eje gral. velásquez,1748991918000
jam,jam_heavy_traffic,peñalolén,diputada laura rodríguez,1748991928000
jam,,ñuñoa,av. simón bolívar,1748991908000
hazard,hazard_on_road_object,,salida 17 > mercado central,1748991816000
jam,jam_heavy_traffic,las condes,los militares,1748991832000
jam,jam_stand_still_traffic,santiago,rosario norte,1748991513000
jam,jam_heavy_traffic,las condes,napoleón,1748991644000
jam,jam_heavy_traffic,providencia,av. suecia,1748990906000
jam,jam_stand_still_traffic,las condes,paul harris,1748991103000
jam,jam_stand_still_traffic,peñalolén,av. los presidentes,1748991870000
jam,jam_stand_still_traffic,las condes,imperial,1748990978000
hazard,hazard_on_shoulder_car_stopped,providencia,av. pedro de valdivia,1748990657000
jam,jam_stand_still_traffic,providencia,bellavista,1748991813000
jam,jam_stand_still_traffic,ñuñoa,los pescadores,1748991027000
jam,jam_heavy_traffic,peñalolén,mariano sánchez fontecilla,1748991432000
jam,jam_stand_still_traffic,las condes,félix de amesti,1748991540000
hazard,hazard_on_shoulder_car_stopped,peñaflor,av. peñaflor,1748991926000
police,,el bosque,av. lo blanco,1748991916000
jam,jam_heavy_traffic,san bernardo,sánchez,1748991928000
police,,la cisterna,av. américo vespucio,1748991926000
jam,jam_stand_still_traffic,,ruta g-30 / camino a lonquén,1748991921000
jam,,,ruta 5 sur,1748991940000
jam,,,ruta 5 sur,1748991938000
jam,jam_stand_still_traffic,santiago,vergara,1748991938000
jam,jam_heavy_traffic,maipú,presidente de gaulle,1748991937000
jam,jam_stand_still_traffic,santiago,purísima puente poniente,1748991948000
jam,jam_stand_still_traffic,las condes,av. presidente riesco,1748991938000
chit_chat,,lo espejo,cardenal raúl silva henríquez,1748991964000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748991943000
jam,jam_heavy_traffic,maipú,av. ferrocarril,1748991949000
hazard,hazard_on_road_construction,san bernardo,av. pdte. jorge alessandri rodríguez,1748991972000
jam,jam_heavy_traffic,la florida,rafael matus,1748991974000
jam,jam_heavy_traffic,peñalolén,av. consistorial,1748991978000
jam,jam_stand_still_traffic,santiago,chacabuco,1748991973000
jam,,lo barnechea,los trapenses,1748991998000
jam,jam_stand_still_traffic,providencia,av. salvador,1748991972000
jam,jam_stand_still_traffic,las condes,florencio barrios,1748991973000
jam,jam_stand_still_traffic,puente alto,av. el peñón,1748992003000
jam,,peñalolén,av. las torres,1748991989000
jam,jam_heavy_traffic,puente alto,av. el peñón,1748992010000
jam,jam_stand_still_traffic,,ruta g-16,1748992009000
hazard,hazard_on_road_pot_hole,,ruta 5 norte,1748992012000
jam,jam_heavy_traffic,vitacura,av. vitacura,1748992035000
jam,jam_stand_still_traffic,las condes,gerónimo de alderete,1748992024000
jam,jam_heavy_traffic,las condes,tomás moro,1748992033000
jam,jam_heavy_traffic,las condes,av. vitacura,1748992029000
jam,jam_stand_still_traffic,san miguel,av. carlos valdovinos,1748992037000
police,,santiago,av. libertador bernardo o'higgins,1748992030000
accident,,,ruta 76 / camino a melipilla,1748992032000
jam,jam_stand_still_traffic,,autopista vespucio sur,1748992020000
jam,jam_heavy_traffic,peñalolén,av. las torres,1748992037000
jam,jam_stand_still_traffic,la florida,av. vicuña mackenna,1748992028000
jam,jam_stand_still_traffic,la granja,coronel,1748992014000
police,,la florida,rojas magallanes,1748992021000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. gabriela poniente,1748992040000
jam,jam_heavy_traffic,quilicura,general san martín,1748992057000
jam,jam_stand_still_traffic,colina,general san martín,1748992059000
jam,jam_stand_still_traffic,quilicura,general san martín,1748992038000
hazard,hazard_on_road_traffic_light_fault,lo barnechea,,1748992041000
jam,jam_heavy_traffic,ñuñoa,av. tobalaba,1748992051000
jam,jam_stand_still_traffic,peñalolén,diputada laura rodríguez,1748992048000
jam,jam_stand_still_traffic,providencia,av. santa maría,1748992064000
jam,jam_heavy_traffic,,los conquistadores / túnel san cristóbal,1748992067000
jam,jam_heavy_traffic,la florida,corredor transporte público vicuña mackenna,1748992054000
police,police_hiding,,acceso a autopista vespucio sur,1748992063000
jam,jam_stand_still_traffic,,ruta 5 norte,1748992075000
jam,jam_stand_still_traffic,maipú,av. pajaritos,1748992090000
chit_chat,,,autopista vespucio norte,1748992085000
police,,vitacura,av. san josemaría escrivá de balaguer,1748992095000
accident,,providencia,av. antonio varas,1748992097000
jam,jam_stand_still_traffic,,autopista kennedy,1748992083000
road_closed,,peñalolén,quebrada camarones,1748991380000
jam,jam_heavy_traffic,,ruta 78,1748992099000
jam,jam_heavy_traffic,,ruta 78,1748992095000
hazard,hazard_on_road_pot_hole,san bernardo,san alfonso,1748992082000
police,,maipú,av. 5 de abril,1748992079000
police,,la cisterna,av. américo vespucio,1748992091000
jam,jam_heavy_traffic,puente alto,av. el peñón,1748992087000
jam,jam_stand_still_traffic,la granja,av. cardenal raúl silva henríquez,1748992104000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748992126000
jam,jam_stand_still_traffic,pudahuel,av. américo vespucio,1748992106000
hazard,hazard_on_road_pot_hole,pudahuel,av. las torres,1748992102000
jam,jam_stand_still_traffic,,acceso a autopista central > sur,1748992134000
jam,jam_heavy_traffic,,salida 26 > petersen,1748992106000
jam,jam_stand_still_traffic,providencia,av. diego de almagro,1748992107000
jam,jam_stand_still_traffic,santiago,monjitas,1748992104000
hazard,hazard_on_shoulder_car_stopped,providencia,av. tobalaba,1748992112000
jam,jam_stand_still_traffic,las condes,av. américo vespucio sur,1748992109000
road_closed,,peñalolén,quebrada camarones,1748992117000
road_closed,,la cisterna,av. perú,1748992117000
jam,,maipú,av. 3 poniente,1748992111000
hazard,hazard_on_road_pot_hole,san bernardo,av. pdte. jorge alessandri rodríguez,1748992124000
chit_chat,,maipú,av. 5 de abril,1748992130000
hazard,hazard_on_shoulder_car_stopped,san bernardo,av. pdte. jorge alessandri rodríguez,1748992132000
accident,,maipú,av. lo espejo,1748992124000
accident,accident_major,maipú,av. lo espejo,1748992112000
hazard,hazard_on_road,maipú,av. lo espejo,1748992138000
accident,,puente alto,av. luis matte larraín,1748992120000
police,police_hiding,puente alto,av. concha y toro,1748992128000
hazard,hazard_on_shoulder_car_stopped,,ruta g-358 / ribera sur río maipo,1748992125000
jam,jam_heavy_traffic,buin,caletera al sur,1748992130000
hazard,hazard_on_shoulder_car_stopped,,,1748992165000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748992164000
jam,,providencia,av. providencia,1748992160000
jam,jam_heavy_traffic,la florida,av. la florida lateral,1748992164000
police,,la granja,av. cardenal raúl silva henríquez,1748992166000
jam,jam_heavy_traffic,san joaquín,av. departamental,1748992174000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 sur,1748992154000
jam,jam_stand_still_traffic,colina,general san martín,1748992187000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 norte,1748992171000
jam,,providencia,los conquistadores,1748992178000
jam,jam_stand_still_traffic,,ruta g-30 / camino a lonquén,1748992195000
jam,jam_heavy_traffic,,ruta g-30 / camino a lonquén,1748992180000
chit_chat,,maipú,av. 5 de abril,1748992210000
jam,,puente alto,av. ejército libertador,1748992195000
police,,la pintana,el piano,1748992207000
jam,jam_stand_still_traffic,puente alto,av. concha y toro,1748992200000
accident,,puente alto,av. ejército libertador,1748992209000
hazard,hazard_on_shoulder_car_stopped,la pintana,av. santa rosa,1748992204000
jam,,colina,camino lo pinto,1748992213000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748992229000
jam,jam_heavy_traffic,pudahuel,camino lo boza,1748992210000
police,,santiago,av. manuel rodríguez,1748992123000
jam,jam_stand_still_traffic,quilicura,av. presidente eduardo frei montalva,1748991983000
police,,santiago,nataniel cox,1748991751000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748992098000
accident,,,,1748990509000
hazard,hazard_on_road,estación central,av. las parcelas,1748991808000
hazard,hazard_on_shoulder_car_stopped,huechuraba,av. américo vespucio,1748991258000
hazard,hazard_on_road_pot_hole,pudahuel,av. la travesía,1748992199000
hazard,hazard_on_shoulder_car_stopped,,acceso a costanera norte > oriente,1748992145000
jam,jam_heavy_traffic,,salida vespucio norte > las condes,1748992114000
police,,santiago,,1748991910000
jam,,quilicura,lo marcoleta,1748991981000
jam,jam_stand_still_traffic,pudahuel,av. américo vespucio,1748989723000
police,,estación central,abtao,1748990476000
jam,jam_stand_still_traffic,,autopista vespucio norte,1748991105000
jam,jam_stand_still_traffic,las condes,av. las condes,1748992215000
jam,,vitacura,buenaventura,1748992219000
jam,jam_heavy_traffic,ñuñoa,av. américo vespucio,1748992237000
jam,jam_stand_still_traffic,la reina,florencio barrios,1748992208000
hazard,hazard_on_shoulder_car_stopped,santiago,agustinas,1748992108000
jam,jam_heavy_traffic,peñalolén,av. quilín,1748992126000
jam,jam_stand_still_traffic,providencia,av. providencia,1748990856000
jam,jam_stand_still_traffic,las condes,av. apoquindo,1748990933000
jam,jam_stand_still_traffic,las condes,av. manquehue,1748991651000
jam,jam_heavy_traffic,providencia,acceso a autopista costanera norte > oriente,1748989106000
jam,jam_heavy_traffic,las condes,av. presidente sebastián piñera echenique,1748990560000
jam,jam_stand_still_traffic,ñuñoa,sucre,1748990926000
