type,subtype,city,street,pubMillis
hazard,hazard_on_shoulder_car_stopped,ñuñoa,pedro torres,1748970179000
police,,san bernardo,américa,1748970317000
police,,,autopista central - eje gral. velásquez,1748970340000
jam,,maipú,bailén,1748970327000
police,,calera de tango,av. calera de tango,1748970323000
hazard,hazard_on_road_object,vitacura,av. américo vespucio > norte,1748970361000
jam,,peñalolén,av. el valle,1748970355000
jam,jam_heavy_traffic,peñalolén,av. el valle,1748970342000
hazard,hazard_on_road_construction,lo barnechea,camino santa teresa de los andes,1748970343000
hazard,hazard_on_road_construction,providencia,av. los leones,1748970342000
hazard,hazard_on_shoulder_car_stopped,las condes,kennedy lateral,1748970370000
police,police_hiding,calera de tango,av. calera de tango,1748970352000
police,,lampa,irene frei,1748970379000
jam,jam_heavy_traffic,conchalí,av. huechuraba,1748970386000
jam,jam_stand_still_traffic,peñalolén,av. el valle,1748970393000
police,,,autopista central - eje gral. velásquez,1748970387000
chit_chat,,la florida,av. trinidad,1748970406000
hazard,hazard_on_shoulder_car_stopped,la granja,av. yungay,1748970395000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748970416000
hazard,hazard_on_road_traffic_light_fault,huechuraba,av. los libertadores,1748970408000
chit_chat,,pudahuel,,1748970408000
jam,jam_heavy_traffic,conchalí,av. huechuraba,1748970434000
hazard,hazard_on_shoulder_car_stopped,,autopista nororiente,1748970430000
hazard,hazard_on_shoulder_car_stopped,san joaquín,pintor cicarelli,1748970415000
jam,jam_stand_still_traffic,,,1748970412000
hazard,hazard_on_road,el bosque,av. padre hurtado,1748970414000
hazard,hazard_on_shoulder_car_stopped,la granja,av. yungay,1748970421000
police,,,autopista central - eje gral. velásquez,1748970454000
hazard,hazard_on_road_construction,providencia,av. francisco bilbao,1748970452000
hazard,hazard_on_shoulder_car_stopped,macul,av. américo vespucio,1748970454000
hazard,hazard_on_road_pot_hole,peñalolén,el acueducto,1748970460000
hazard,hazard_on_shoulder_car_stopped,,autopista central - eje gral. velásquez,1748970470000
hazard,hazard_on_shoulder_car_stopped,la florida,av. la florida,1748970468000
hazard,hazard_on_road,la pintana,caletera acceso sur,1748970448000
police,,puente alto,ramón núñez,1748970452000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748970455000
hazard,hazard_on_shoulder_car_stopped,santiago,av. santa rosa,1748970488000
police,,santiago,av. libertador bernardo o'higgins,1748970517000
police,,renca,el retiro,1748970498000
hazard,hazard_on_road_pot_hole,ñuñoa,av. salvador,1748970511000
hazard,hazard_on_shoulder_car_stopped,santiago,av. santa rosa,1748970529000
jam,jam_heavy_traffic,el bosque,gran avenida josé miguel carrera,1748970516000
police,,el bosque,luis barros borgoño,1748970512000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. domingo tocornal,1748970536000
police,,puente alto,av. sargento menadier,1748970518000
police,,puente alto,av. las nieves oriente,1748970530000
police,,santiago,agustinas,1748970553000
jam,jam_heavy_traffic,la reina,padre hurtado,1748970535000
hazard,hazard_on_shoulder_car_stopped,la reina,av. príncipe de gales,1748970553000
jam,jam_stand_still_traffic,las condes,av. américo vespucio norte,1748970555000
police,,vitacura,av. vitacura,1748970543000
jam,jam_stand_still_traffic,,av. américo vespucio > oriente,1748970557000
jam,jam_stand_still_traffic,san joaquín,av. vicuña mackenna,1748970554000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748970568000
jam,,conchalí,av. huechuraba,1748970568000
police,,santiago,teatinos,1748970583000
hazard,hazard_on_shoulder_car_stopped,recoleta,av. recoleta,1748970587000
road_closed,road_closed_event,,los conquistadores / túnel san cristóbal,1748970572000
hazard,hazard_on_road_construction,ñuñoa,dr. guillermo mann,1748970591000
police,,vitacura,av. vitacura,1748970564000
hazard,hazard_on_road_object,,ruta 78,1748970567000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748970572000
hazard,hazard_on_road_pot_hole,san joaquín,av. departamental,1748970591000
hazard,hazard_on_road_pot_hole,san joaquín,av. departamental,1748970579000
police,,independencia,huánuco,1748970600000
jam,jam_heavy_traffic,conchalí,av. pedro fontova,1748970614000
jam,,las condes,,1748970596000
police,,santiago,placer,1748970609000
jam,,lo barnechea,el rebalse,1748970610000
hazard,hazard_on_shoulder_car_stopped,la reina,monseñor edwards,1748970614000
hazard,hazard_on_shoulder_car_stopped,,ruta 78,1748970619000
hazard,hazard_on_shoulder_car_stopped,la florida,av. santa raquel,1748970605000
hazard,hazard_on_road_object,,autopista costanera norte,1748970635000
accident,,santiago,av. cardenal josé maría caro,1748969713000
road_closed,road_closed_event,cerro navia,vicuña rozas,1746657375000
hazard,hazard_on_shoulder_car_stopped,providencia,renato zanelli,1748970645000
police,,providencia,av. pedro de valdivia,1748970637000
hazard,hazard_on_shoulder_car_stopped,la reina,monseñor edwards,1748970635000
police,,"malloco, peñaflor",av. manuel castillo,1748970644000
jam,jam_heavy_traffic,cerrillos,av. américo vespucio,1748970637000
accident,,el bosque,av. lo blanco,1748970635000
hazard,hazard_on_shoulder_car_stopped,,ruta 79,1748970640000
jam,jam_heavy_traffic,huechuraba,av. américo vespucio,1748970661000
hazard,hazard_on_road_object,,autopista vespucio norte,1748970676000
jam,,ñuñoa,av. ossa,1748970688000
hazard,hazard_on_road_pot_hole,providencia,av. salvador,1748970675000
chit_chat,,lo barnechea,av. la dehesa,1748970667000
police,,la reina,av. alcalde fernando castillo velasco,1748970687000
jam,,santiago,av. manuel antonio matta,1748970663000
jam,,cerrillos,av. américo vespucio,1748970682000
police,,el bosque,av. observatorio,1748970682000
police,,puente alto,nemesio vicuña,1748970680000
hazard,hazard_on_shoulder_car_stopped,,ruta 5 sur,1748970671000
police,,,autopista central - eje gral. velásquez,1748970712000
police,,santiago,exposición,1748970687000
police,,independencia,hipódromo chile,1748970712000
police,police_hiding,recoleta,,1748970699000
jam,jam_heavy_traffic,la reina,padre hurtado,1748970709000
jam,jam_heavy_traffic,,autopista costanera norte,1748970696000
hazard,hazard_on_road_construction,la reina,av. larraín,1748970712000
hazard,hazard_on_shoulder_car_stopped,,salida 1 > autopista nororiente - costanera norte,1748970719000
jam,jam_stand_still_traffic,vitacura,gran vía,1748970701000
police,,"malloco, peñaflor",av. balmaceda,1748970697000
police,,el bosque,luis barros borgoño,1748970697000
police,,santiago,hermanos amunátegui,1748970724000
hazard,hazard_on_road_construction,providencia,el vergel,1748970735000
jam,,las condes,av. cristóbal colón,1748970725000
hazard,hazard_on_road_construction,la reina,carlos dickens,1748970749000
hazard,hazard_on_road_construction,la cisterna,av. las brisas,1748970751000
road_closed,,el bosque,av. padre hurtado,1748969731000
road_closed,,el bosque,av. padre hurtado,1748970744000
chit_chat,,la florida,av. diego portales,1748970741000
police,,santiago,coronel robles,1748970770000
road_closed,road_closed_event,,los conquistadores / túnel san cristóbal,1748970781000
police,,las condes,los militares,1748970762000
jam,,santiago,tarapacá,1748970772000
hazard,hazard_on_road_construction,lo barnechea,monseñor escrivá de balaguer,1748970769000
jam,jam_stand_still_traffic,vitacura,av. américo vespucio norte,1748970781000
hazard,hazard_on_road,la cisterna,av. las brisas,1748970759000
hazard,hazard_on_road_pot_hole,san joaquín,av. departamental,1748970770000
hazard,hazard_on_shoulder_car_stopped,la pintana,av. santa rosa,1748970764000
police,,puente alto,av. camilo henríquez,1748970776000
jam,jam_heavy_traffic,puente alto,las nieves oriente,1748970786000
police,,chicureo,camino chicureo,1748970795000
hazard,hazard_on_shoulder_car_stopped,,ruta 57 ch / autopista los libertadores,1748970795000
road_closed,,peñalolén,av. tobalaba,1748970796000
police,,ñuñoa,av. alcalde eduardo castillo velasco,1748970796000
hazard,hazard_on_road_construction,santiago,san francisco,1748970810000
hazard,hazard_on_shoulder_car_stopped,,autopista vespucio sur,1748970816000
hazard,hazard_on_road_pot_hole,santiago,erasmo escala,1748970830000
police,,quinta normal,av. san pablo,1748970839000
hazard,hazard_on_road_construction,maipú,av. américo vespucio,1748970814000
hazard,hazard_on_road_construction,providencia,av. suecia,1748970840000
jam,jam_heavy_traffic,ñuñoa,av. campo de deportes,1748970815000
hazard,hazard_on_road_pot_hole,,ruta 76 / camino a melipilla,1748970827000
hazard,hazard_on_road_construction,la granja,canto general,1748970827000
accident,,,ruta g-27,1748970829000
hazard,hazard_on_road,,autopista vespucio norte,1748970846000
jam,jam_heavy_traffic,santiago,san francisco,1748970850000
jam,jam_stand_still_traffic,vitacura,gran vía,1748970852000
police,police_with_mobile_camera,ñuñoa,av. irarrázaval,1748970848000
hazard,hazard_on_road,ñuñoa,av. irarrázaval,1748970875000
jam,jam_stand_still_traffic,la cisterna,av. lo ovalle,1748970880000
jam,jam_heavy_traffic,la cisterna,av. américo vespucio,1748970872000
police,,la florida,granaderos,1748970855000
police,,puente alto,dr. amador neghme rodríguez,1748970864000
chit_chat,,lo prado,av. general óscar bonilla,1748970894000
accident,,,ruta 5 norte,1748970889000
police,,recoleta,av. guanaco,1748970875000
chit_chat,,santiago,purísima,1748970907000
police,,santiago,josé miguel de la barra,1748970885000
jam,,la reina,estacionamiento eladio vespucio,1748970886000
jam,jam_heavy_traffic,providencia,av. tobalaba,1748970891000
hazard,hazard_on_road,vitacura,copec,1748970894000
jam,jam_stand_still_traffic,vitacura,gran vía,1748970885000
hazard,hazard_on_shoulder_car_stopped,la cisterna,av. presidente josé joaquín prieto vial,1748970912000
police,,calera de tango,santa inés,1748970913000
hazard,hazard_on_shoulder_car_stopped,puente alto,av. domingo tocornal,1748970902000
police,,la florida,av. la florida,1748970903000
police,,quinta normal,av. san pablo,1748970925000
hazard,hazard_on_shoulder_car_stopped,santiago,av. presidente balmaceda,1748970792000
accident,,,autopista vespucio norte,1748970937000
jam,jam_stand_still_traffic,vitacura,av. san josemaría escrivá de balaguer,1748970932000
jam,jam_heavy_traffic,providencia,av. vicuña mackenna,1748970927000
jam,jam_stand_still_traffic,vitacura,gran vía,1748970789000
accident,,san bernardo,eyzaguirre,1748970941000
police,,la florida,av. la florida,1748970925000
hazard,hazard_on_shoulder_car_stopped,la florida,av. santa raquel,1748970919000
police,,pedro aguirre cerda,av. clotario blest,1748970943000
jam,,estación central,av. 5 de abril,1748970965000
hazard,hazard_on_shoulder_car_stopped,,autopista central,1748970949000
hazard,hazard_on_shoulder_car_stopped,la reina,av. francisco bilbao,1748970941000
jam,jam_stand_still_traffic,las condes,alonso de córdova / kennedy > oriente,1748970970000
jam,jam_heavy_traffic,la reina,av. simón bolívar,1748970947000
police,,huechuraba,av. recoleta,1748970956000
police,,la pintana,dr. amador neghme rodríguez,1748970973000
police,,puente alto,av. el peral,1748970976000
police,,la granja,osorno,1748970952000
hazard,hazard_on_road_construction,,ruta 79,1748970976000
jam,jam_heavy_traffic,maipú,av. pajaritos,1748970993000
police,,santiago,av. san pablo,1748971000000
hazard,hazard_on_road_object,la reina,av. tobalaba,1748970991000
police,,providencia,av. pedro de valdivia,1748970990000
jam,jam_heavy_traffic,la reina,av. simón bolívar,1748970986000
hazard,hazard_on_road_construction,,ruta g-370 / camino loreto,1748970985000
police,,san bernardo,bulnes,1748971003000
hazard,hazard_on_shoulder_car_stopped,la florida,maría elena,1748970982000
jam,,buin,av. josé de san martín,1748971003000
hazard,hazard_on_road,,ruta 5 sur,1748970991000
police,,estación central,conde del maule,1748971015000
hazard,hazard_on_road_construction,estación central,concón,1748971020000
hazard,hazard_on_road_object,las condes,av. francisco bulnes correa,1748971026000
hazard,hazard_on_road_pot_hole,vitacura,gran vía,1748971028000
jam,,las condes,av. cristóbal colón,1748971004000
police,,san bernardo,av. padre hurtado,1748971016000
jam,,la granja,av. cardenal raúl silva henríquez,1748971020000
jam,jam_heavy_traffic,ñuñoa,av. vicuña mackenna,1748971058000
road_closed,,providencia,santa magdalena,1748971037000
police,,la florida,el pelícano,1748971046000
jam,jam_stand_still_traffic,chicureo,los ingleses,1748971066000
hazard,hazard_on_shoulder_car_stopped,providencia,av. nueva providencia,1748971096000
jam,jam_stand_still_traffic,las condes,av. las condes,1748971084000
jam,jam_heavy_traffic,,autopista vespucio norte,1748971071000
jam,,las condes,los militares,1748971089000
hazard,hazard_on_shoulder_car_stopped,providencia,av. nueva providencia,1748971070000
hazard,hazard_on_road,,autopista central / eje norte-sur,1748971084000
police,,puente alto,26 de enero,1748971085000
jam,jam_heavy_traffic,,ruta g-18 / camino a noviciado,1748971119000
jam,,,ruta g-18 / camino a noviciado,1748971102000
hazard,hazard_on_road_traffic_light_fault,huechuraba,av. américo vespucio,1748971125000
police,,,autopista vespucio norte,1748971119000
jam,jam_heavy_traffic,,autopista vespucio norte,1748971099000
jam,jam_stand_still_traffic,ñuñoa,av. campo de deportes,1748971125000
jam,jam_stand_still_traffic,las condes,av. alonso de córdova,1748971122000
jam,jam_heavy_traffic,providencia,av. ricardo lyon,1748971116000
hazard,hazard_on_road_construction,ñuñoa,av. echeñique,1748971123000
hazard,hazard_on_road_pot_hole,san bernardo,gustavo campaña,1748971123000
hazard,hazard_on_road_construction,,ruta g-18 / camino a noviciado,1748971140000
hazard,hazard_on_road_object,,autopista costanera norte,1748971145000
jam,jam_heavy_traffic,,autopista vespucio norte,1748971142000
jam,,,,1748971128000
jam,jam_heavy_traffic,providencia,av. salvador,1748971134000
jam,jam_stand_still_traffic,ñuñoa,av. simón bolívar,1748971146000
jam,jam_stand_still_traffic,cerrillos,av. américo vespucio,1748971139000
police,,la cisterna,gran avenida josé miguel carrera,1748971150000
police,police_hiding,la florida,av. san josé de la estrella,1748971152000
hazard,hazard_on_road_construction,las vertientes,camino al volcán,1748971163000
hazard,hazard_on_road_pot_hole,colina,tucapel,1748971177000
police,,lo prado,capitán anderson,1748971175000
jam,jam_stand_still_traffic,maipú,av. pajaritos,1748971171000
jam,jam_stand_still_traffic,las condes,av. costanera andrés bello,1748971169000
